,id,model,brand,2G_bands,3G_bands,4G_bands,2g 3g 4g sim,weight_g,SIM,display_resolution (inches),ppi,OS,CPU Cores,CPU Frequency (GHz),internal_memory,RAM,primary_camera,secondary_camera,WLAN,bluetooth,GPS,NFC,radio,USB,battery,accelerometer,proximity,fingerprint,compass,gyro,heart rate,barometer,altimeter,gravity,thermometer,color spectrum,light sensor,sound level meter,humidity,thickness,حدود هزینه تولید
1032,1033,Galaxy Xcover 3,Samsung,Yes,Yes,Yes,35,154.0,1,4.5,207,Android,4,1.2,8.0,1.5,5.0,2.0,Yes,Yes,Yes,Yes,Yes,Yes,2200,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,10.0,573.7358379509525
1033,1034,Galaxy S6 edge (USA),Samsung,Yes,Yes,Yes,35,132.0,1,5.1,576,Android,8,1.8,32.0,3.0,16.0,5.0,Yes,Yes,Yes,Yes,No,Yes,2600,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,7.1,1008.861215242997
1034,1035,Galaxy S6 (USA),Samsung,Yes,Yes,Yes,35,140.0,1,5.1,576,Android,8,1.8,32.0,3.0,16.0,5.0,Yes,Yes,Yes,Yes,No,Yes,2550,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,6.9,1007.582633901838
1035,1036,Galaxy S6 edge,Samsung,Yes,Yes,Yes,35,132.0,1,5.1,577,Android,8,1.8,32.0,3.0,16.0,5.0,Yes,Yes,Yes,Yes,No,Yes,2600,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,7.0,1011.968740403725
1036,1037,Galaxy S6 Duos,Samsung,Yes,Yes,Yes,40,138.0,2,5.1,576,Android,8,1.8,32.0,3.0,16.0,5.0,Yes,Yes,Yes,Yes,No,Yes,2550,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,6.8,1040.420197625179
1037,1038,Galaxy S6,Samsung,Yes,Yes,Yes,35,138.0,1,5.1,577,Android,8,1.8,32.0,3.0,16.0,5.0,Yes,Yes,Yes,Yes,No,Yes,2550,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,6.8,1011.889469065779
1038,1039,Galaxy J1 4G,Samsung,Yes,Yes,Yes,35,122.0,1,4.3,217,Android,4,1.2,4.0,0.768,5.0,2.0,Yes,Yes,Yes,Yes,Yes,Yes,1850,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,8.9,556.3314998770079
1039,1040,Galaxy J1,Samsung,Yes,Yes,No,25,122.0,1,4.3,217,Android,2,1.2,4.0,0.512,5.0,2.0,Yes,Yes,Yes,No,Yes,Yes,1850,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,8.9,508.0125139201347
1040,1041,Galaxy J2,Samsung,Yes,Yes,Yes,35,129.0,1,4.7,234,Android,4,1.3,8.0,1.0,5.0,2.0,Yes,Yes,Yes,Yes,Yes,Yes,2000,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,8.4,585.4824357497715
1041,1042,Z1,Samsung,Yes,Yes,No,30,112.0,2,4.0,233,Tizen,2,1.2,4.0,0.768,3.15,0.0,Yes,Yes,Yes,No,Yes,Yes,1500,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,9.7,465.2321292385053
1042,1043,Galaxy A7 Duos,Samsung,Yes,Yes,Yes,40,141.0,2,5.5,401,Android,8,1.25,16.0,2.0,13.0,5.0,Yes,Yes,Yes,Yes,Yes,Yes,2600,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,6.3,842.1766207865248
1043,1044,Galaxy A7,Samsung,Yes,Yes,Yes,35,141.0,1,5.5,401,Android,8,1.25,16.0,2.0,13.0,5.0,Yes,Yes,Yes,Yes,Yes,Yes,2600,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,6.3,813.2852530053698
1044,1045,Galaxy Grand Max,Samsung,Yes,Yes,Yes,35,161.0,1,5.25,282,Android,4,1.2,16.0,1.5,13.0,5.0,Yes,Yes,Yes,No,Yes,Yes,2500,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,7.9,659.5943736470795
1045,1046,Galaxy E7,Samsung,Yes,Yes,Yes,35,141.0,1,5.5,267,Android,4,1.2,16.0,2.0,13.0,5.0,Yes,Yes,Yes,Yes,Yes,Yes,2950,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,7.3,706.1564414587303
1046,1047,Galaxy Core Prime,Samsung,Yes,Yes,Yes,35,130.0,1,4.5,207,Android,4,1.2,8.0,1.0,5.0,2.0,Yes,Yes,Yes,Yes,Yes,Yes,2000,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,8.8,567.9647983905128
1047,1048,Galaxy A5 Duos,Samsung,Yes,Yes,Yes,40,123.0,2,5.0,294,Android,4,1.2,16.0,2.0,13.0,5.0,Yes,Yes,Yes,Yes,Yes,Yes,2300,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,6.7,755.7253919423274
1048,1049,Galaxy A5,Samsung,Yes,Yes,Yes,35,123.0,1,5.0,294,Android,4,1.2,16.0,2.0,13.0,5.0,Yes,Yes,Yes,Yes,Yes,Yes,2300,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,6.7,726.6721241350225
1049,1050,Galaxy A3 Duos,Samsung,Yes,Yes,Yes,40,110.3,2,4.5,245,Android,4,1.2,16.0,1.0,8.0,5.0,Yes,Yes,Yes,Yes,Yes,Yes,1900,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,6.9,699.2179851744881
1050,1051,Galaxy A3,Samsung,Yes,Yes,Yes,35,110.3,1,4.5,245,Android,4,1.2,16.0,1.0,8.0,5.0,Yes,Yes,Yes,Yes,Yes,Yes,1900,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,6.9,669.927038656209
1051,1052,Galaxy S5 Plus,Samsung,Yes,Yes,Yes,35,145.0,1,5.1,432,Android,4,2.5,16.0,2.0,16.0,2.0,Yes,Yes,Yes,Yes,No,Yes,2800,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,8.1,858.4899136167286
1052,1053,Galaxy Pocket 2,Samsung,Yes,Yes,No,25,107.0,1,3.3,121,Android,1,1.0,4.0,0.512,2.0,0.0,Yes,Yes,Yes,No,Yes,Yes,1200,No,No,No,No,No,No,No,No,No,No,No,No,No,No,11.7,375.019068593823
1053,1054,Galaxy V,Samsung,Yes,Yes,No,30,123.0,2,4.0,233,Android,1,1.2,4.0,0.512,3.15,0.0,Yes,Yes,Yes,No,Yes,Yes,1500,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,10.7,481.5903491001411
1054,1055,Galaxy Grand Prime Duos TV,Samsung,Yes,Yes,No,30,152.0,2,5.0,220,Android,4,1.2,8.0,1.0,8.0,5.0,Yes,Yes,Yes,No,Yes,Yes,2600,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,8.6,621.4289892339535
1055,1056,Galaxy Grand Prime,Samsung,Yes,Yes,Yes,35,156.0,1,5.0,220,Android,4,1.2,8.0,1.0,8.0,5.0,Yes,Yes,Yes,Yes,Yes,Yes,2600,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,8.6,618.5578400091473
1056,1057,Galaxy Ace Style LTE G357,Samsung,Yes,Yes,Yes,35,126.0,1,4.3,217,Android,4,1.2,8.0,1.0,5.0,1.3,Yes,Yes,Yes,Yes,Yes,Yes,1900,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,9.1,563.5574391898592
1057,1058,Galaxy Note Edge,Samsung,Yes,Yes,Yes,35,174.0,1,5.6,524,Android,4,2.7,32.0,3.0,16.0,3.7,Yes,Yes,Yes,Yes,No,Yes,3000,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,8.3,937.7249987656189
1058,1059,Galaxy Note 4 Duos,Samsung,Yes,Yes,Yes,40,175.0,2,5.7,515,Android,4,2.7,16.0,3.0,16.0,3.7,Yes,Yes,Yes,Yes,No,Yes,3000,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,8.5,925.5446858123532
1059,1060,Galaxy Note 4 (USA),Samsung,Yes,Yes,Yes,35,176.0,1,5.7,518,Android,4,2.7,32.0,3.0,16.0,3.7,Yes,Yes,Yes,Yes,No,Yes,3220,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,8.5,940.3695244594119
1060,1061,Galaxy Note 4,Samsung,Yes,Yes,Yes,35,176.0,1,5.7,518,Android,4,2.7,32.0,3.0,16.0,3.7,Yes,Yes,Yes,Yes,No,Yes,3220,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,8.5,940.3695244594119
1061,1062,Galaxy Tab Active LTE,Samsung,Yes,Yes,Yes,35,393.0,1,8.0,189,Android,4,1.2,16.0,1.5,3.15,1.2,Yes,Yes,Yes,Yes,No,Yes,4450,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,9.7,617.6949933651975
1062,1063,Galaxy Mega 2,Samsung,Yes,Yes,Yes,35,194.0,1,6.0,245,Android,4,1.5,16.0,1.5,8.0,2.1,Yes,Yes,Yes,Yes,Yes,Yes,2800,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,8.6,650.7713299652411
1063,1064,Gear S,Samsung,Yes,Yes,No,25,67.0,1,2.0,300,Tizen,2,1.0,4.0,0.512,0.0,0.0,Yes,Yes,Yes,No,No,Yes,300,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,12.5,502.4216107850746
1064,1065,Galaxy S5 LTE-A G901F,Samsung,Yes,Yes,Yes,35,145.0,1,5.1,432,Android,4,2.5,16.0,2.0,16.0,2.0,Yes,Yes,Yes,Yes,No,Yes,2800,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,8.1,858.4899136167286
1065,1066,Galaxy Alpha (S801),Samsung,Yes,Yes,Yes,35,115.0,1,4.7,312,Android,4,2.5,32.0,2.0,12.0,2.1,Yes,Yes,Yes,Yes,No,Yes,1860,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,6.7,817.3492440979073
1066,1067,Galaxy Alpha,Samsung,Yes,Yes,Yes,35,115.0,1,4.7,312,Android,8,1.55,32.0,2.0,12.0,2.1,Yes,Yes,Yes,Yes,No,Yes,1860,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,6.7,833.0289543334328
1067,1068,Galaxy S5 mini Duos,Samsung,Yes,Yes,No,30,118.0,2,4.5,326,Android,4,1.4,16.0,1.5,8.0,2.1,Yes,Yes,Yes,No,No,Yes,2100,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,9.1,717.8408277258688
1068,1069,Galaxy Avant,Samsung,Yes,Yes,Yes,35,136.9,1,4.5,245,Android,4,1.2,16.0,1.5,5.0,0.0,Yes,Yes,Yes,Yes,No,Yes,2100,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,9.9,588.9066334718154
1069,1070,Galaxy S Duos 3,Samsung,Yes,Yes,No,30,124.0,2,4.0,233,Android,2,1.2,4.0,0.512,5.0,0.0,Yes,Yes,Yes,No,Yes,Yes,1500,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,10.8,491.8805968479571
1070,1071,Guru Music 2,Samsung,Yes,No,No,20,75.0,2,2.0,102,No OS,1,0.208,0.0,0.0,0.0,0.0,No,No,No,No,Yes,Yes,800,No,No,No,No,No,No,No,No,No,No,No,No,No,No,13.1,244.9015401911512
1071,1072,Galaxy Ace NXT,Samsung,Yes,Yes,No,25,123.0,1,4.0,233,Android,1,1.2,4.0,0.512,3.15,0.0,Yes,Yes,Yes,No,Yes,Yes,1500,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,10.7,452.9437698128528
1072,1073,Galaxy Star 2 Plus,Samsung,Yes,No,No,15,129.0,1,4.3,217,Android,1,1.2,4.0,0.512,3.15,0.0,Yes,Yes,No,No,Yes,Yes,1800,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,9.4,464.5470468542233
1073,1074,Galaxy S5 mini,Samsung,Yes,Yes,Yes,35,120.0,1,4.5,326,Android,4,1.4,16.0,1.5,8.0,2.1,Yes,Yes,Yes,Yes,No,Yes,2100,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,9.1,715.3658496821612
1074,1075,Galaxy Ace 4 LTE G313,Samsung,Yes,Yes,Yes,35,130.3,1,4.0,233,Android,2,1.2,4.0,1.0,5.0,0.0,Yes,Yes,Yes,Yes,Yes,Yes,1800,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,11.0,507.5393195365004
1075,1076,Galaxy Ace 4,Samsung,Yes,Yes,No,25,123.8,1,4.0,233,Android,2,1.0,4.0,0.512,5.0,0.0,Yes,Yes,Yes,No,Yes,Yes,1500,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,10.8,459.4988746744032
1076,1077,Galaxy Young 2,Samsung,Yes,Yes,No,30,108.0,2,3.5,165,Android,1,1.0,4.0,0.512,3.15,0.0,Yes,Yes,Yes,No,Yes,Yes,1300,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,11.8,441.8354517823905
1077,1078,Galaxy Star 2,Samsung,Yes,No,No,20,107.6,2,3.5,165,Android,1,1.0,4.0,0.512,2.0,0.0,Yes,Yes,No,No,Yes,Yes,1300,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,11.8,433.1464034528867
1078,1079,Galaxy Core II,Samsung,Yes,Yes,No,30,138.0,2,4.5,207,Android,4,1.2,4.0,0.768,5.0,0.0,Yes,Yes,Yes,No,Yes,Yes,2000,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,9.8,528.7013650203401
1079,1080,Galaxy S5 Sport,Samsung,Yes,Yes,Yes,35,158.0,1,5.1,432,Android,4,2.5,16.0,2.0,16.0,2.0,Yes,Yes,Yes,Yes,No,Yes,2800,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,8.9,836.0551332141505
1080,1081,Galaxy S5 LTE-A G906S,Samsung,Yes,Yes,Yes,35,145.0,1,5.1,577,Android,4,2.5,16.0,3.0,16.0,2.0,Yes,Yes,Yes,Yes,No,Yes,2800,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,8.1,927.427207367386
1081,1082,Galaxy Tab S 8.4 LTE,Samsung,Yes,Yes,Yes,35,298.0,1,8.4,359,Android,4,2.3,16.0,3.0,8.0,2.1,Yes,Yes,Yes,No,No,Yes,4900,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,6.6,797.2263246598467
1082,1083,Galaxy Tab S 10.5 LTE,Samsung,Yes,Yes,Yes,35,467.0,1,10.5,288,Android,4,2.3,16.0,3.0,8.0,2.1,Yes,Yes,Yes,No,No,Yes,7900,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,6.6,863.1728747058988
1083,1084,Galaxy Core Lite LTE,Samsung,Yes,Yes,Yes,35,149.0,1,4.7,199,Android,4,1.2,8.0,1.0,5.0,0.0,Yes,Yes,Yes,Yes,Yes,Yes,2000,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,9.9,536.8038398714699
1084,1085,I9301I Galaxy S3 Neo,Samsung,Yes,Yes,No,25,132.0,1,4.8,306,Android,4,1.4,16.0,1.5,8.0,1.9,Yes,Yes,Yes,Yes,Yes,Yes,2100,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,8.6,657.8940744852714
1085,1086,Galaxy W,Samsung,Yes,Yes,Yes,35,245.0,1,7.0,210,Android,4,1.2,16.0,1.5,8.0,2.0,Yes,Yes,Yes,Yes,Yes,Yes,3200,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,8.8,622.6515617751021
1086,1087,Galaxy S5 Active,Samsung,Yes,Yes,Yes,35,170.1,1,5.1,432,Android,4,2.5,16.0,2.0,16.0,2.0,Yes,Yes,Yes,Yes,No,Yes,2800,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,8.9,803.8198131419113
1087,1088,Galaxy K zoom,Samsung,Yes,Yes,Yes,35,200.0,1,4.8,306,Android,6,1.43,8.0,2.0,20.7,2.0,Yes,Yes,Yes,Yes,No,Yes,2430,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,16.6,610.1757540554701
1088,1089,Galaxy Beam2,Samsung,Yes,Yes,No,25,165.0,1,4.66,200,Android,4,1.2,0.0,0.0,5.0,0.0,Yes,Yes,Yes,No,Yes,Yes,2600,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,11.6,508.5493954292145
1089,1090,I9300I Galaxy S3 Neo,Samsung,Yes,Yes,No,30,132.0,2,4.8,306,Android,4,1.4,16.0,1.5,8.0,1.9,Yes,Yes,Yes,Yes,Yes,Yes,2100,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,8.6,686.541303167442
1090,1091,Galaxy Ace Style,Samsung,Yes,Yes,No,25,123.0,1,4.0,233,Android,2,1.2,4.0,0.512,5.0,0.0,Yes,Yes,Yes,Yes,Yes,Yes,1500,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,10.7,490.0559112592677
1091,1092,Galaxy Tab 4 7.0 3G,Samsung,Yes,Yes,No,25,276.0,1,7.0,216,Android,4,1.2,8.0,1.5,3.15,1.3,Yes,Yes,Yes,No,No,Yes,4000,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,9.0,567.7162470388096
1092,1093,Galaxy Tab 4 7.0 LTE,Samsung,Yes,Yes,Yes,35,276.0,1,7.0,216,Android,4,1.2,8.0,1.5,3.15,1.3,Yes,Yes,Yes,No,No,Yes,4000,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,9.0,575.9191041816667
1093,1094,Galaxy Tab 4 8.0 3G,Samsung,Yes,Yes,No,25,320.0,1,8.0,189,Android,4,1.2,16.0,1.5,3.15,1.3,Yes,Yes,Yes,No,No,Yes,4450,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,8.0,597.82208299
1094,1095,Galaxy Tab 4 8.0 LTE,Samsung,Yes,Yes,Yes,35,320.0,1,8.0,189,Android,4,1.2,16.0,1.5,3.15,1.3,Yes,Yes,Yes,No,No,Yes,4450,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,8.0,605.96208299
1095,1096,Galaxy Tab 4 10.1 3G,Samsung,Yes,Yes,No,25,487.0,1,10.1,149,Android,4,1.2,16.0,1.5,3.15,1.3,Yes,Yes,Yes,No,No,Yes,6800,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,8.0,659.4580132935893
1096,1097,Galaxy Tab 4 10.1 LTE,Samsung,Yes,Yes,Yes,35,487.0,1,10.1,149,Android,4,1.2,16.0,1.5,3.15,1.3,Yes,Yes,Yes,No,No,Yes,6800,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,8.0,667.3266082475405
1097,1098,G3812B Galaxy S3 Slim,Samsung,Yes,Yes,No,25,139.0,1,4.52,244,Android,4,1.2,8.0,1.0,5.0,0.0,Yes,Yes,Yes,No,No,Yes,2100,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,9.7,538.8751997782464
1098,1099,I8200 Galaxy S III mini VE,Samsung,Yes,Yes,No,25,112.0,1,4.0,233,Android,2,1.2,8.0,1.0,5.0,0.0,Yes,Yes,Yes,Yes,Yes,Yes,1500,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,9.9,543.2533153771429
1099,1100,Galaxy S5 Duos,Samsung,Yes,Yes,Yes,40,145.0,2,5.1,432,Android,4,2.5,16.0,2.0,16.0,2.0,Yes,Yes,Yes,Yes,No,Yes,2800,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,8.1,887.0707404015934
1100,1101,Galaxy S5 (octa-core),Samsung,Yes,Yes,No,25,145.0,1,5.1,432,Android,8,1.6,16.0,2.0,16.0,2.0,Yes,Yes,Yes,Yes,No,Yes,2800,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,8.1,865.1580069341601
1101,1102,Galaxy S5 (USA),Samsung,Yes,Yes,Yes,35,144.9,1,5.1,432,Android,4,2.5,16.0,2.0,16.0,2.0,Yes,Yes,Yes,Yes,No,Yes,2800,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,7.9,862.5107583246887
1102,1103,Galaxy S5,Samsung,Yes,Yes,Yes,35,145.0,1,5.1,432,Android,4,2.5,16.0,2.0,16.0,2.0,Yes,Yes,Yes,Yes,No,Yes,2800,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,8.1,858.4899136167286
1103,1104,Galaxy Core LTE G386W,Samsung,Yes,Yes,Yes,35,137.0,1,4.5,245,Android,4,1.2,16.0,1.5,5.0,0.0,Yes,Yes,Yes,Yes,Yes,Yes,2100,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,10.0,600.4447911554016
1104,1105,Galaxy Core LTE,Samsung,Yes,Yes,Yes,35,137.0,1,4.5,245,Android,2,1.2,8.0,1.0,5.0,0.0,Yes,Yes,Yes,Yes,Yes,Yes,2100,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,9.8,562.6422948077478
1105,1106,S5611,Samsung,Yes,Yes,No,25,91.0,1,2.4,167,No OS,1,0.46,0.256,0.0,5.0,0.0,No,Yes,No,No,Yes,Yes,1000,No,No,No,No,No,No,No,No,No,No,No,No,No,No,12.9,289.6268195783529
1106,1107,Galaxy Note 3 Neo Duos,Samsung,Yes,Yes,No,30,162.5,2,5.5,267,Android,4,1.6,16.0,2.0,8.0,2.0,Yes,Yes,Yes,No,No,Yes,3100,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,8.6,682.5497657967622
1107,1108,Galaxy Note 3 Neo,Samsung,Yes,Yes,Yes,35,162.5,1,5.5,267,Android,6,1.43,16.0,2.0,8.0,2.0,Yes,Yes,Yes,Yes,No,Yes,3100,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,8.6,694.0921868669984
1108,1109,Galaxy Tab 3 Lite 7.0 3G,Samsung,Yes,Yes,No,25,322.0,1,7.0,170,Android,2,1.2,8.0,1.0,2.0,0.0,Yes,Yes,Yes,No,No,Yes,3600,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,9.7,493.0844972635937
1109,1110,Galaxy Grand Neo,Samsung,Yes,Yes,No,25,163.0,1,5.01,186,Android,4,1.2,8.0,1.0,5.0,2.0,Yes,Yes,Yes,No,Yes,Yes,2100,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,9.6,526.3786478162029
1110,1111,Galaxy Note Pro 12.2 LTE,Samsung,Yes,Yes,Yes,35,753.0,1,12.2,247,Android,4,2.3,32.0,3.0,8.0,2.0,Yes,Yes,Yes,No,No,Yes,9500,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,8.0,893.8837055598544
1111,1112,Galaxy Note Pro 12.2 3G,Samsung,Yes,Yes,No,25,753.0,1,12.2,247,Android,8,1.6,32.0,3.0,8.0,2.0,Yes,Yes,Yes,No,No,Yes,9500,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,8.0,903.2899553454846
1112,1113,Galaxy Tab Pro 12.2 LTE,Samsung,Yes,Yes,Yes,35,740.0,1,12.2,247,Android,4,2.3,32.0,3.0,8.0,2.0,Yes,Yes,Yes,No,No,Yes,9500,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,8.0,894.3841090665484
1113,1114,Galaxy Tab Pro 12.2 3G,Samsung,Yes,Yes,No,25,732.0,1,12.2,247,Android,8,1.6,32.0,3.0,8.0,2.0,Yes,Yes,Yes,No,No,Yes,9500,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,8.0,904.1040975362841
1114,1115,Galaxy Tab Pro 10.1 LTE,Samsung,Yes,Yes,Yes,35,477.0,1,10.1,299,Android,4,2.3,16.0,2.0,8.0,2.0,Yes,Yes,Yes,No,No,Yes,8220,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,7.3,849.7849724520939
1115,1116,Galaxy Tab Pro 8.4 3G/LTE,Samsung,Yes,Yes,Yes,35,335.0,1,8.4,359,Android,4,2.3,16.0,2.0,8.0,2.0,Yes,Yes,Yes,No,No,Yes,4800,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,7.2,752.3824214590429
1116,1117,Z2,Sharp,Yes,Yes,Yes,40,160.0,2,5.5,401,Android,10,1.82,32.0,4.0,16.0,8.0,Yes,Yes,Yes,No,Yes,Yes,3000,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,8.4,901.4504953862861
1117,1118,MS1,Sharp,Yes,Yes,Yes,40,151.0,2,5.5,401,Android,8,1.3,64.0,3.0,13.0,13.0,Yes,Yes,Yes,No,Yes,Yes,2600,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,7.6,923.3509216571525
1118,1119,Aquos Xx,Sharp,Yes,Yes,Yes,35,168.0,1,5.7,386,Android,8,1.75,32.0,3.0,13.0,2.1,Yes,Yes,Yes,Yes,No,Yes,3000,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,8.7,807.0383672577342
1119,1120,Aquos Crystal,Sharp,Yes,Yes,Yes,35,141.0,1,5.0,294,Android,4,1.2,8.0,1.5,8.0,1.2,Yes,Yes,Yes,No,No,Yes,2040,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,10.0,574.2705765507801
1120,1121,XP7,Sonim,Yes,Yes,Yes,35,290.0,1,4.0,233,Android,4,1.2,16.0,1.0,8.0,1.0,Yes,Yes,Yes,Yes,Yes,Yes,4800,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,20.8,604.5377558668172
1121,1122,XP6,Sonim,Yes,Yes,Yes,35,270.0,1,2.63,204,Android,4,1.2,8.0,1.0,5.0,0.0,Yes,Yes,Yes,No,Yes,Yes,4800,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,20.5,571.6562481744772
1122,1123,Xperia L1,Sony,Yes,Yes,Yes,35,180.0,1,5.5,267,Android,4,1.45,16.0,2.0,13.0,5.0,Yes,Yes,Yes,Yes,Yes,Yes,2620,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,8.7,669.0265276506514
1123,1124,Xperia XZs,Sony,Yes,Yes,Yes,35,161.0,1,5.2,424,Android,4,1.875,32.0,4.0,19.0,13.0,Yes,Yes,Yes,Yes,No,Yes,2900,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,8.1,901.0542945529367
1124,1125,Xperia XZ Premium,Sony,Yes,Yes,Yes,35,195.0,1,5.46,807,Android,8,2.45,64.0,4.0,19.0,13.0,Yes,Yes,Yes,Yes,No,Yes,3230,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,7.9,1155.65238132602
1125,1126,Xperia XA1 Ultra,Sony,Yes,Yes,Yes,35,188.0,1,6.0,367,Android,8,1.95,32.0,4.0,23.0,16.0,Yes,Yes,Yes,Yes,Yes,Yes,2700,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,8.1,874.4413952742555
